Date,Total_Arrivals_MT,Weighted_Min_Price,Weighted_Modal_Price,Weighted_Max_Price,Markets_Reported
2025-03-07,4648.33,3516.056880643156,3851.365230093388,4027.687595329935,84.0
2025-03-08,4052.93,3576.198527978524,3896.796821065254,4054.68567184728,65.0
2025-03-09,181.2,3435.7891832229584,3773.565121412804,3974.7350993377486,9.0
2025-03-10,7515.03,3462.360622645552,3922.914040263313,4076.20956270301,76.0
2025-03-11,6116.74,3354.151031431776,3920.435338104938,4058.251606247773,83.0
2025-03-12,4435.24,3241.5086579305744,3854.392495107368,4032.3103958297634,84.0
2025-03-13,1689.18,3146.306847109248,3973.836749191916,4122.269621946743,19.0
2025-03-14,25.45,3746.6168958742633,3904.282907662083,3954.939096267192,6.0
2025-03-15,1363.74,3519.806268056961,3787.3300629152186,3966.0862407790337,47.0
2025-03-16,67.3,3442.5260029717683,3734.769687964339,3925.319465081724,6.0
2025-03-17,3785.26,3439.133174471503,3819.4146135272094,4000.9647131240654,85.0
2025-03-18,3209.6,3471.154193668993,3839.5201333499504,4002.073622881356,79.0
2025-03-19,3398.82,3414.0566520145235,3833.9767772344526,4018.0300898547134,69.0
2025-03-20,2829.45,3446.014144091608,3844.9251550654726,4025.65601795402,72.0
2025-03-21,3760.95,3490.8435342134308,3891.476858240605,4060.639981919463,97.0
2025-03-22,2078.46,3524.1923347093525,3897.391852621653,4096.659353559847,63.0
2025-03-23,301.24,3596.2232771212325,4045.0165980613465,4199.057894037976,9.0
2025-03-24,4841.13,3633.33575425572,3941.128928576592,4130.698140723343,86.0
2025-03-25,4032.42,3511.476815411093,3948.045622727792,4142.06467580262,87.0
2025-03-26,3291.51,3579.5161491230465,3947.8509346773967,4140.350128056728,72.0
2025-03-27,2479.63,3613.662667414089,4017.7848751628258,4192.673527905372,61.0
2025-03-28,2682.34,3902.890640261861,4111.729758345326,4219.307947538344,60.0
2025-03-29,243.0,3910.5493827160494,4095.527160493828,4223.047325102881,20.0
2025-03-30,1052.98,3953.821630040457,4220.428688104237,4342.626640581967,6.0
2025-03-31,138.26,3927.9943584550847,4214.874150151888,4267.474323737885,7.0
2025-04-01,1330.97,3606.7662682104014,4145.875293958542,4356.685274649316,44.0
2025-04-02,3690.29,3711.75831709703,4162.100940576485,4499.142777396898,62.0
2025-04-03,3559.19,3831.488344258104,4350.089587799472,4579.934563763104,75.0
2025-04-04,5813.72,3738.560350343672,4262.726314648796,4467.350230145243,93.0
2025-04-05,3783.31,3857.441578934848,4163.885460086538,4345.744176395802,64.0
2025-04-06,85.7,4993.5822637106185,5193.5822637106185,5440.256709451575,3.0
2025-04-07,4484.22,3636.089219529818,4110.723354340332,4285.851207121863,89.0
2025-04-08,3923.44,3697.5990916134815,4146.496648349408,4334.763149175214,86.0
2025-04-09,3345.85,3909.4945529536585,4232.82538966182,4374.717201906839,65.0
2025-04-10,1607.7,4122.265845617962,4382.877004416247,4530.007464079118,18.0
2025-04-11,4224.71,3834.705198700028,4279.361139581177,4503.309812981245,81.0
2025-04-12,827.76,3867.590001932928,4285.5222769885,4578.690562481879,24.0
2025-04-13,108.5,3998.21198156682,4226.582488479262,4413.1612903225805,5.0
2025-04-14,59.1,3865.871404399323,3982.883248730964,4099.489001692047,6.0
2025-04-15,5847.78,3891.685528525354,4284.002342769392,4526.87079541296,88.0
2025-04-16,6387.29,3947.940989057957,4325.993689029307,4544.0108715903,82.0
2025-04-17,4823.23,3917.896343321798,4342.004335269104,4582.214756501348,69.0
2025-04-18,1463.95,4126.130496260119,4368.686369069983,4534.335796987603,25.0
2025-04-19,3519.02,3869.37425760581,4222.007337270036,4449.8339594546205,68.0
2025-04-20,61.9,3848.384491114701,4127.148626817448,4348.360258481422,6.0
2025-04-21,3763.0,3784.960829125698,4211.072633537071,4428.919612011693,73.0
2025-04-22,4455.41,3901.377098852856,4270.717289766822,4469.122502755078,77.0
2025-04-23,3851.48,3582.1543770187045,4188.876699346744,4396.688737835845,79.0
2025-04-24,4091.23,3724.385453763294,4127.426627200133,4347.588793590193,72.0
2025-04-25,2174.15,3618.296575673252,4136.3902720603455,4389.401214267645,79.0
2025-04-26,3080.98,3785.270336061903,4174.518263669353,4399.882018059189,56.0
2025-04-27,143.64,3572.983848510164,4190.525619604568,4349.393622946254,7.0
2025-04-28,3701.27,3750.708686477885,4161.946712885037,4356.324313006076,82.0
2025-04-29,3138.16,3637.10008412573,3990.269489127387,4186.554780508323,69.0
2025-04-30,616.73,3940.865224652603,4202.466314270427,4315.1327323139785,19.0
2025-05-01,54.16,3958.364106351551,4172.032496307238,4267.762186115214,3.0
2025-05-02,4258.400000000001,3717.594519068196,4118.526770618072,4326.897872440353,87.0
2025-05-03,2732.91,3681.432685306139,4100.085879154454,4349.049913828117,54.0
2025-05-04,133.28,3635.036014405762,4180.695528211285,4314.140156062425,6.0
2025-05-05,4238.25,3872.4688255765946,4216.421994927152,4416.522243850647,73.0
2025-05-06,2701.27,3729.547694232712,4076.258315533064,4299.563353533707,73.0
2025-05-07,3545.66,3794.352292662016,4150.5379534416725,4353.796133865064,78.0
2025-05-08,4000.25,3695.776938941316,4171.240754952815,4376.394077870134,79.0
2025-05-09,2877.35,3755.594408049073,4122.17791718074,4351.689704067979,84.0
2025-05-10,2657.94,3637.445062717744,4214.057006553948,4402.21366170794,58.0
2025-05-11,97.72,3940.919975440033,4194.982603356529,4279.489357347524,8.0
2025-05-12,78.05,3959.277386290839,4060.500960922485,4110.222934016657,8.0
2025-05-13,3160.3,3849.0279087428407,4157.02648482739,4379.778153972724,44.0
2025-05-15,3797.14,3828.472165893277,4181.955060914267,4409.825895279078,58.0
2025-05-16,4186.47,3775.290827355743,4131.979166218795,4361.642120927655,83.0
2025-05-17,2981.53,3966.266715411215,4215.5825431909125,4424.370608378919,54.0
2025-05-18,161.4,3768.113382899628,4118.402106567534,4272.469021065675,6.0
2025-05-19,3517.31,3721.59749922526,4101.804993020234,4323.32524002718,70.0
2025-05-20,2821.2,3706.8717779668223,4108.957305401957,4338.773468736707,65.0
2025-05-21,2781.26,3739.0243630584696,4139.3524733394215,4356.459374528091,72.0
2025-05-22,3688.03,3842.332817249317,4168.759942299818,4389.640594029875,70.0
2025-05-23,4675.86,3753.7355652222254,4122.746887203638,4384.913819062161,76.0
2025-05-24,1994.63,3931.8044449346494,4180.354416608594,4323.431413344831,50.0
2025-05-25,53.2,3638.246240601504,3932.0883458646617,4214.624060150376,6.0
2025-05-26,2519.29,3616.678071996477,4059.828308769536,4314.6257874242365,61.0
2025-05-27,3042.73,3742.922303326289,4150.064695191489,4370.159521219432,59.0
2025-05-28,2529.87,4072.7400222145807,4398.787151118438,4573.053714222469,66.0
2025-05-29,3775.26,3872.327442348341,4208.439439932614,4383.44593484952,72.0
2025-05-30,6729.56,3552.191926366656,4015.584174894049,4333.366765434887,85.0
2025-05-31,3295.74,3655.053462955208,4122.115907201417,4337.691413764435,62.0
2025-06-01,52.0,3363.778846153846,4008.026923076923,4173.8557692307695,
2025-06-02,3740.49,3646.424799959364,4096.539800935172,4313.425299893865,
2025-06-03,3345.72,3764.774517891516,4104.516686991141,4317.0953935176885,
2025-06-04,1549.8,3674.693612078978,4094.490702026068,4366.11934443154,
2025-06-05,4964.87,3868.917868947224,4160.237399972205,4325.789509090873,
2025-06-06,3322.07,3684.746784384434,4083.506274702219,4321.6289692872215,
2025-06-07,71.53,3690.862575143297,4014.267580036348,4195.774500209702,
2025-06-08,103.8,3455.43063583815,4169.374759152216,4304.311175337187,
2025-06-09,4230.110000000001,3756.75813631324,4108.337438033526,4343.903695175775,
2025-06-10,3776.02,3748.609620711755,4111.700086334288,4350.458631045387,
2025-06-11,4486.070000000001,3725.44376258061,4150.631878236406,4341.9263408729685,
2025-06-12,4208.3,3766.2135113941495,4146.214015160516,4344.703685573747,
2025-06-13,4341.379999999999,3740.7846260866368,4114.188930708669,4311.347166108473,
2025-06-14,3938.47,3928.648612278372,4158.216226097952,4336.303158333058,
2025-06-15,101.29999999999998,3732.271470878579,4016.624876604146,4200.382033563673,
2025-06-16,4574.52,3901.2200624327793,4241.587362171332,4425.00037162369,
2025-06-17,7976.28,3986.0014818938153,4238.76266505188,4416.244251706309,
2025-06-18,2034.07,3930.216806697901,4257.242523610298,4485.023327614093,
2025-06-19,1531.38,3745.5643275999423,4138.518832686857,4362.529875014692,
2025-06-20,2475.63,3702.328134656633,4181.548216009662,4384.803989287575,
2025-06-21,2251.55,4004.3814705425134,4236.495281028625,4401.967555683862,
2025-06-22,74.53999999999999,3815.575529916824,4074.416420713711,4259.784008585994,
2025-06-23,1833.12,3619.525617526404,4139.0713155712665,4408.199954176486,
2025-06-24,2267.76,3771.387183828976,4202.014485659858,4395.7759198504245,
2025-06-25,1299.58,3740.792871543114,4085.8644485141353,4357.42809215285,
2025-06-26,1932.1,3811.765384814451,4188.598312716734,4378.941100357124,
2025-06-27,3436.6199999999994,3850.645517979876,4169.748028586228,4338.953826725097,
2025-06-28,2653.4999999999995,3958.739438477483,4155.437573016771,4334.602411908801,
2025-06-29,57.900000000000006,3779.753022452504,4084.4922279792745,4286.013816925733,
2025-06-30,1450.8000000000002,3729.9752550317057,4077.099255583126,4283.852633030052,
2025-07-01,1827.1800000000003,3747.159059315448,4125.586893464245,4320.722309788855,54.0
2025-07-02,726.7099999999999,3919.174498768423,4138.893382504713,4307.890217555835,22.0
2025-07-03,2173.82,3840.919280345199,4156.208209511367,4327.996637256075,68.0
2025-07-04,2002.18,3837.539906501913,4157.6816420102095,4331.816619884326,73.0
2025-07-05,1633.48,3968.0799887357057,4181.148419325612,4324.351752087568,55.0
2025-07-06,43.83,3884.006388318504,4080.732375085558,4276.88797627196,5.0
2025-07-07,1619.58,3860.968831425432,4142.38251892466,4324.336309413552,68.0
2025-07-08,1789.16,3842.123510474189,4160.842892754142,4321.658683404503,55.0
2025-07-09,928.46,3843.354479460612,4155.010415095965,4325.049005880705,54.0
2025-07-10,818.64,3769.3259185966967,4137.797823218997,4330.007048275188,49.0
2025-07-11,1716.36,3762.072543056235,4108.395348295229,4341.831393180918,76.0
2025-07-12,1247.93,3856.794131081071,4108.783281113523,4324.87126681785,54.0
2025-07-13,56.65,3885.172109443954,4125.814651368049,4257.3345101500445,8.0
2025-07-14,2168.4700000000003,3786.194505803631,4099.852153822741,4341.289595890189,63.0
2025-07-15,2029.7,3814.436911858896,4139.283214268118,4331.472040202986,62.0
2025-07-16,2620.29,3251.7079407241185,4123.177556682657,4335.000553373863,63.0
2025-07-17,1829.96,3883.295044700432,4168.459064679009,4367.191987803013,61.0
2025-07-18,1967.68,3842.887334322654,4192.29884432428,4410.085837127987,78.0
2025-07-19,1601.7799999999995,4040.727128569467,4257.590443132016,4396.486845883955,51.0
2025-07-20,67.2,3700.297619047619,4061.904761904762,4309.523809523809,4.0
2025-07-21,1647.23,3751.981253376881,4096.822410956576,4380.852813511167,70.0
2025-07-22,1684.84,3924.199864675578,4189.650293202915,4401.315911303151,58.0
2025-07-23,1611.81,3846.624149248361,4170.622015001768,4389.567672368332,63.0
2025-07-24,1063.33,3799.096705632306,4153.156404879012,4417.37814225123,45.0
2025-07-25,1057.78,4066.363043354951,4327.003271001531,4449.35251186447,39.0
2025-07-26,208.4,3546.3939539347407,4047.2658349328217,4478.654030710172,9.0
2025-07-27,91.6,3805.6954148471614,4301.735807860262,4438.5120087336245,9.0
2025-07-28,1640.1,3914.544222913237,4254.479318334248,4474.603670507896,63.0
2025-07-29,120.7,3936.686826843413,4357.659486329743,4456.296603148301,14.0
2025-07-30,1479.89,4052.7460149065137,4354.705890302657,4620.690659440905,51.0
2025-07-31,2208.72,4092.5534019703728,4480.296443188816,4657.200709007932,62.0
2025-08-01,1751.02,3961.401497412936,4390.962838802527,4601.253041084626,76.0
2025-08-02,1791.83,4041.802626365225,4474.249398659471,4689.9289553138415,52.0
2025-08-03,46.9,4170.89552238806,4440.132196162047,4615.859275053304,5.0
2025-08-04,2412.59,4120.655270891448,4492.2022473773,4757.981671150092,70.0
2025-08-05,2278.6399999999994,4152.374969279922,4544.000473966928,4776.76688726609,65.0
2025-08-06,2436.65,4144.460304106048,4572.029561077709,4855.049678862373,65.0
2025-08-07,2694.5100000000007,4178.111716044846,4618.208186275055,4866.669134647857,67.0
2025-08-08,1890.6,4170.763143975458,4575.005183539618,4833.743467682218,46.0
2025-08-09,50.400000000000006,4386.170634920634,4676.589285714284,4802.400793650793,5.0
2025-08-10,35.400000000000006,4440.302259887006,4626.519774011299,4764.915254237288,7.0
2025-08-11,2712.45,4145.432911205737,4547.715998451586,4837.909823222548,61.0
2025-08-12,3342.72,4088.631533601379,4568.503272783842,4823.47731787287,65.0
2025-08-13,1947.68,4113.379713299926,4529.5197927791005,4791.823297461595,55.0
2025-08-14,1927.9,4218.984646506561,4535.083251205975,4785.300534260075,44.0
2025-08-15,5.1,4350.0,4506.0,4642.352941176471,3.0
2025-08-16,870.7600000000001,4098.100854426018,4512.86184482521,4735.497496439891,35.0
2025-08-17,36.7,4150.318801089919,4477.111716621254,4620.651226158038,6.0
2025-08-18,1030.35,3994.4365506866593,4471.549298781967,4688.5790265443775,36.0
2025-08-19,1997.26,4144.480938886274,4437.42364539419,4685.55541091295,63.0
2025-08-20,3260.24,4151.564117979045,4471.834444703458,4673.582196402719,67.0
2025-08-21,969.89,4080.052170864737,4425.5190588623445,4627.329954943344,50.0
2025-08-22,51.2,4022.824218750001,4335.140625000001,4510.490234375001,10.0
2025-08-23,307.89000000000004,4083.015037838188,4508.0332911104615,4649.462795154112,23.0
2025-08-24,69.6,4133.466954022989,4513.938218390805,4665.373563218392,3.0
2025-08-25,2776.73,4069.8890421466976,4439.666460188783,4648.255862111188,66.0
2025-08-26,791.4200000000001,4075.9710393975374,4425.347539865053,4559.690303505092,45.0
2025-08-27,129.29999999999998,4093.0100541376646,4465.136890951277,4541.617942768755,4.0
2025-08-28,849.3100000000001,3849.006134391447,4223.006664233319,4503.232153159623,44.0
2025-08-29,1209.4599999999998,3920.434243381344,4258.800704446613,4515.9645626974025,45.0
2025-08-30,319.72,4109.7779306893535,4284.196484423872,4437.295133241587,18.0
2025-08-31,4.3,4304.883720930233,4367.441860465116,4389.069767441861,3.0
2025-09-01,163.1,3734.350705088904,4356.212139791539,4462.302268546903,
2025-09-02,696.67,3904.491940229951,4288.464638925173,4481.173869981484,
2025-09-03,1812.16,4004.531829419036,4312.662430469716,4516.920636146918,
2025-09-04,1198.4499999999998,3951.043764862949,4295.44465768284,4465.762359714632,
2025-09-05,54.260000000000005,4139.015849612974,4283.071507556211,4429.524511610763,
2025-09-06,142.23,3978.704914574984,4244.32116993602,4447.203121704282,
2025-09-07,70.10000000000001,4072.219686162624,4393.554921540655,4532.881597717545,
2025-09-08,1090.02,3789.876882992972,4191.23784884681,4429.995183574613,
2025-09-09,1220.1699999999998,3822.992287959875,4248.077833416654,4409.38098789513,
2025-09-10,1273.5000000000005,3776.05637220259,4229.306187671769,4407.08323517864,
2025-09-11,1859.38,3569.036646624143,3993.756225193343,4368.609461218256,
2025-09-12,1340.48,3763.564991644784,4185.6763696586295,4369.722263666746,
2025-09-13,988.22,3958.9431503106593,4208.224565380178,4383.393070368947,
2025-09-14,16.099999999999998,3808.6956521739135,3961.4906832298143,4144.285714285715,
2025-09-15,1649.12,3798.962234403803,4214.24049189871,4375.239157853886,
2025-09-16,936.03,3752.9854812345766,4150.04019101952,4338.892877365043,
2025-09-17,772.4300000000001,3707.153269551933,4112.2615123700525,4311.933637999559,
2025-09-18,1161.65,3727.93225153876,4190.990659837301,4347.721861145784,
2025-09-19,1314.29,3847.761300778367,4172.577756811663,4342.002069558469,
2025-09-20,908.51,3848.215099448548,4152.310134175738,4316.59838636889,
2025-09-21,48.8,3714.665983606558,4039.227459016394,4215.459016393443,
2025-09-22,481.9,3605.9236356090473,4118.895040464827,4323.782319983398,
2025-09-23,1398.78,3696.442113842062,4098.686205121606,4332.92642874505,
2025-09-24,1342.21,3754.94609636346,4135.749793251429,4302.382339574284,
2025-09-25,1130.8499999999997,3775.873758677102,4109.263943051687,4358.052915948181,
2025-09-26,751.3500000000001,3877.873494376788,4165.225966593464,4367.658015571969,
2025-09-27,895.81,3586.60565298445,4087.510632835089,4322.796028175618,
2025-09-28,5.7,3950.0,4150.0,4200.0,
2025-09-29,880.22,3547.9937970052943,4078.1487582649793,4447.325782190816,
2025-09-30,987.81,3462.530142436299,4080.6973000880735,4446.938885008251,
2025-10-01,728.7999999999998,3585.786086717893,4088.4171240395176,4454.247530186609,
2025-10-02,201.0,3525.200995024876,4205.646766169154,4361.0885572139305,
2025-10-03,2366.6700000000005,3154.4921767715814,4023.331220660252,4312.224222219404,
2025-10-04,2606.4300000000003,3316.9925146656537,3966.797036559585,4308.075144930038,
2025-10-05,275.43,3023.959263696765,3922.601931525252,4424.788621428312,
2025-10-06,6995.820000000001,3238.3285161710846,3929.964092844012,4249.411834495456,
2025-10-07,6473.38,3088.620229308337,3833.3524820109433,4188.4291081320725,
2025-10-08,7928.350000000001,3199.4860027622385,3846.74172305713,4255.978299393946,
2025-10-09,8354.359999999999,3194.361842199762,3835.564255071604,4274.519041554351,
2025-10-10,766.9,3180.073790585474,3869.6263528491327,4193.031151388708,
2025-10-11,2612.93,3079.5077173900563,3762.976600980509,4216.115165733488,
2025-10-12,372.86,3249.611382288259,3856.6502172397154,4147.155768921311,
2025-10-13,32054.11,3199.280588355128,3805.859731872138,4186.50813889389,
2025-10-14,17850.71,3236.7598117946013,3834.097368676092,4173.630535704183,
2025-10-15,20679.33,3256.0695583464267,3869.655888754616,5389.03795239014,
2025-10-16,19127.12,3466.205742945096,3948.989968170848,4264.091802111348,
2025-10-17,7740.139999999999,3551.858642091745,3971.421276617736,4313.502068438039,
2025-10-18,5631.89,3256.222955348914,3921.04030796056,4307.126319938777,
2025-10-19,494.30000000000007,3185.656483916649,3823.700182075662,4339.390046530447,
2025-10-20,896.3499999999999,3601.5400234283484,4011.956155519608,4189.39878395716,
2025-10-21,146.4,4127.247267759562,4317.349726775956,4342.657103825137,
2025-10-22,5730.169999999999,3473.38941078537,4002.9592315760274,4292.898884326294,
2025-10-23,1041.9,3506.3187446012093,3949.942988770515,4206.517899990402,
2025-10-24,2528.54,3323.054608588355,3965.595379151605,4222.575082854137,
2025-10-25,3065.36,3141.0491100555896,3836.03547381058,4209.115242581623,
2025-10-26,505.0100000000001,3052.0365933347853,3880.552068275876,4343.930021187699,
2025-10-27,15068.43,3258.7073769463705,3819.818935350265,4293.717003032167,
2025-10-28,20918.63,3545.947799640799,4043.712459659165,4380.308873955895,
2025-10-29,15179.34,3534.107681888672,4084.543046008588,4422.380202301286,
2025-10-30,8104.249999999999,3604.1048092050473,4097.633682327174,4438.662245118303,
2025-10-31,13190.04,3721.0225973537617,4131.81345697208,4437.486732413246,
2025-11-01,12796.45,3507.542373080034,4115.10301450793,4493.22382379488,
2025-11-02,514.8,2919.536519036519,3776.554001554002,4533.723776223776,
2025-11-03,16991.889999999996,3590.284965357004,4163.226113163399,4551.406429773263,
2025-11-04,7599.8,3759.9158004158007,4264.489170767652,4592.114634595647,
2025-11-05,4160.65,3855.835314193696,4294.476449593213,4632.655462487833,
2025-11-06,8250.3,3628.931990351866,4142.927614753404,4544.29630437681,
2025-11-07,15826.2,3717.801487406959,4365.926994477512,4786.556109489329,
2025-11-08,9513.7,4354.914796556544,4728.39284400391,5025.76044020728,
2025-11-09,382.2,2639.453950811094,3620.528519099948,4547.175039246468,
2025-11-10,13860.3,4301.150184339444,4711.344566856417,5040.1824924424445,
2025-11-11,13093.6,4273.028097696585,4701.951755055906,5103.329153174071,
2025-11-12,10462.899999999998,4298.115455562035,4675.872960651446,4958.156658287856,
2025-11-13,6708.6,4558.881763706288,4938.024177920877,5238.983871448589,
2025-11-14,8720.800000000001,3851.534733052013,4454.027268140537,4732.82918998257,
2025-11-15,4991.099999999999,3848.676263749475,4460.852457374126,4867.415940373867,
2025-11-16,321.8,3289.620882535736,4017.5301429459287,4550.509633312617,
2025-11-17,11600.87,4045.777954584441,4542.863290425632,4881.908826665586,
2025-11-18,9022.430000000002,4259.429998348559,4629.72166478432,4949.13166408606,
2025-11-19,9636.94,4076.662861862791,4586.584828794203,4976.282492160374,
2025-11-20,7712.4000000000015,4181.247095586327,4596.540285773558,4861.589232923602,
2025-11-21,11446.969999999998,3865.431893330725,4465.664723503251,4716.373242875627,
2025-11-22,6749.26,4190.811262271715,4677.580478452453,4874.364718502473,
2025-11-23,239.50000000000003,3453.5177453027136,4062.5574112734857,4574.157411273486,
2025-11-24,11198.52,3905.313617335148,4383.286916485392,4674.980452774116,
2025-11-25,11474.5,3963.167541940825,4476.9354359667095,4794.674744869058,
2025-11-26,10453.0,3804.05562996269,4344.746854491534,4729.307548072324,
2025-11-27,7270.5,3740.820086651537,4291.380896774637,4644.451336221718,
2025-11-28,8412.660000000002,3841.247679093176,4325.1756638209545,4571.496280605658,
2025-11-29,3920.500000000001,4137.487616375462,4537.3774008417295,4789.891774008416,
2025-11-30,321.1,3611.5914045468703,4081.566490189972,4454.894113983183,
2025-12-01,6512.990000000001,3957.220279779333,4371.505239529002,4710.996640559865,
2025-12-02,3740.71,3868.668627078816,4343.752119250088,4696.475260044216,
2025-12-03,7087.62,3754.793668396444,4290.104226806742,4639.054887254113,
2025-12-04,5997.95,3807.90636800907,4302.035045307146,4647.239014996791,
2025-12-05,5085.69,3833.090357453954,4301.749033071225,4673.073427597829,
2025-12-06,3551.6,3918.026438788152,4274.781337988513,4649.350236513121,
2025-12-07,162.90000000000003,2849.2559852670342,3700.825046040515,4517.334561080417,
2025-12-08,9450.02,3875.347173868415,4330.57123794447,4613.041453880521,
2025-12-09,4840.3,3816.6818502985343,4237.172257917898,4540.718552569055,
2025-12-10,7703.14,3852.79071910935,4278.443401002708,4540.462330945562,
2025-12-11,6788.9400000000005,3853.8264824847465,4257.80936199171,4590.883710859132,
2025-12-12,4925.27,3761.369691407781,4284.835109547294,4714.922288524283,
2025-12-13,3711.8,3760.925723368716,4290.247992887548,4699.355892020046,
2025-12-14,409.6,3677.218750000001,4214.588867187501,4546.974853515626,
2025-12-15,7948.77,3697.528925858969,4313.836241330419,4660.3595902259085,
2025-12-16,7886.74,3886.2207883105057,4351.760042806027,4693.747206069936,
2025-12-17,5952.14,3781.252682228576,4320.115158581619,4690.728282600879,
2025-12-18,4848.3600000000015,3764.342431255104,4328.273467729293,4737.209462581161,
2025-12-19,3604.37,3858.188976159495,4351.424043591529,4647.865230262154,
2025-12-20,4181.9,3797.092493842512,4405.530117888998,4732.3653363303765,
2025-12-21,130.8,3613.737003058104,4150.112385321101,4685.288990825688,
2025-12-22,18868.63,3602.5625522361715,4279.116634859022,4463.8281078170485,
2025-12-23,8029.81,3887.4525511811607,4500.483654034155,4853.555397948395,
2025-12-24,4895.099999999999,3873.8189413903706,4476.29693979694,4800.828982043268,
2025-12-25,2187.56,4061.169110790104,4652.714302693412,4882.769615461976,
2025-12-26,7998.800000000001,4025.374283642546,4539.696503225483,4877.505584587688,
2025-12-27,5462.41,4049.82466530341,4596.868003317218,4893.913776153749,
2025-12-28,582.6,3879.503261242705,4570.01476141435,4889.492962581531,
2025-12-29,7510.02,4066.760381463697,4607.254922090753,4929.482424813783,
2025-12-30,7418.97,4096.386311037785,4577.271312594605,4879.058663129787,
2025-12-31,6121.339999999998,4043.60218514247,4618.270078120152,4899.911277596084,
2026-01-01,3717.130000000001,3897.64,4555.64,4919.53,69.0
2026-01-02,6749.189999999999,4119.42,4618.89,4903.69,79.0
2026-01-03,3667.25,4024.47,4629.89,4910.64,50.0
2026-01-04,486.19000000000005,4281.94,4794.94,5046.9,10.0
2026-01-05,7780.750000000001,4140.69,4690.36,4967.69,85.0
2026-01-06,8373.22,4063.71,4713.86,5026.29,74.0
2026-01-07,6739.900000000001,4078.99,4719.13,5068.6,78.0
2026-01-08,6635.850000000001,4214.89,4732.76,5097.34,78.0
2026-01-09,8011.69,4159.87,4769.29,5107.46,82.0
2026-01-10,5962.16,4152.82,4738.81,5109.16,57.0
2026-01-11,287.1,4306.43,4675.36,4990.58,10.0
2026-01-12,6473.039999999999,4294.19,4824.44,5103.1,80.0
2026-01-13,7468.200000000001,4322.43,4860.46,5173.83,79.0
2026-01-14,3456.02,4119.7,4765.97,5132.35,58.0
2026-01-15,2951.6100000000006,4449.35,4903.74,5227.88,54.0
2026-01-16,4153.87,4306.7,4946.82,5266.02,75.0
2026-01-17,2350.9,4377.94,4958.62,5252.52,47.0
2026-01-18,173.3,3875.53,4741.52,5294.01,5.0
2026-01-19,3664.7,4613.2,5069.84,5318.87,54.0
2026-01-20,3525.12,4725.18,5195.72,5346.64,57.0
2026-01-21,6027.17,4544.38,5029.32,5263.13,82.0
2026-01-22,5461.1,4358.92,4928.28,5338.71,82.0
2026-01-23,4698.23,4780.22,5174.58,5378.91,73.0
2026-01-24,2750.62,4349.71,5040.6,5311.98,45.0
2026-01-25,212.2,4583.13,4998.26,5282.73,6.0
2026-01-26,19.700000000000003,5070.86,5203.86,5311.27,5.0
2026-01-27,4353.259999999999,5118.64,5404.82,5650.54,81.0
2026-01-28,2512.67,5070.57,5426.29,5770.5,47.0
2026-01-29,1573.6,5043.13,5518.49,5764.73,47.0
2026-01-30,4784.469999999999,5131.57,5593.78,5881.82,75.0
2026-01-31,2765.42,5120.86,5430.38,5631.88,49.0
2026-02-01,80.16,5108.09630738523,5300.671157684631,5439.770459081837,7.0
2026-02-02,4463.62,5193.639086660603,5530.3512642205205,5753.4730823860455,68.0
2026-02-03,5697.6,5084.885969531029,5446.877016638584,5709.985590424038,72.0
2026-02-04,5694.84,5180.241025208785,5578.50471303847,5854.215498591707,74.0
2026-02-05,6552.38,5075.606756628889,5520.3316535365775,5811.363214587675,77.0
2026-02-06,5523.38,5125.793372898479,5534.281246265873,5827.683067252298,69.0
2026-02-07,2652.9500000000003,5184.012288207467,5463.989408017489,5649.015586422661,36.0
2026-02-08,130.60000000000002,5194.564318529862,5473.796324655436,5678.819295558958,5.0
2026-02-09,6005.280000000001,4773.189709722111,5192.868527362587,5485.243737177949,80.0
2026-02-10,5533.39,4742.795790645517,5082.829462589841,5300.808166422392,74.0
2026-02-11,6164.16,4612.464893837928,5031.849867621866,5199.588581412552,85.0
2026-02-12,3218.16,4597.654964327442,5015.1670706242085,5258.866992318593,66.0
2026-02-13,4130.089999999999,4816.674987712134,5179.313784929627,5378.235825369424,78.0
2026-02-14,2181.96,4909.980751251169,5203.22219472401,5308.608132138078,43.0
2026-02-15,31.7,4676.02523659306,4892.11356466877,5190.851735015773,3.0
2026-02-16,1209.91,4724.08943640436,5071.1248853220495,5288.397566761163,58.0
2026-02-17,1484.81,4686.200827041844,5101.366881957962,5305.595483597228,52.0
2026-02-18,2576.78,4868.147300118753,5162.495575873765,5307.50261954843,55.0
2026-02-19,125.84,4831.158614113159,4985.542752701844,5293.164335664336,8.0
2026-02-20,3278.2,4796.691766823257,5126.651024952718,5331.735113781954,72.0
2026-02-21,1287.65,4706.187418941483,5043.642061119092,5214.513299421426,38.0
2026-02-22,97.6,4010.834016393442,4541.313524590164,5125.794057377048,7.0
2026-02-23,3163.94,4645.337522203329,5017.327401910276,5238.425131323603,74.0
2026-02-24,2279.49,4606.86883469548,4990.544257706767,5241.569210656769,69.0
2026-02-25,2050.7,4594.752947773931,5022.6891646754775,5249.880733408105,68.0
2026-02-26,2115.99,4581.753306962699,4996.689284921007,5242.736298375702,66.0
2026-02-27,2619.11,4644.480224198296,5012.786660354091,5219.23951265888,76.0
2026-02-28,1591.29,4660.245115598037,4990.269498331542,5244.253875786312,47.0
2026-03-01,70.9,4226.114245416079,4678.554301833568,5073.363892806769,6.0
