Date,WHEAT,SUGAR,COFFEE,COTTON,SOYBEANS
2005-09-01,306.75,10.1,101.95,48.29,595.75
2005-11-01,317.0,11.25,97.1,52.11,574.5
2005-12-01,305.5,12.92,92.4,48.3,559.75
2005-02-02,288.25,8.81,104.9,44.27,505.25
2005-03-02,332.0,9.04,119.35,49.12,618.75
2005-05-02,314.5,8.68,120.7,57.8,619.25
2005-06-02,323.5,8.67,122.0,48.76,668.5
2005-08-02,332.0,10.09,106.6,50.95,689.5
2005-09-02,305.0,10.11,100.0,48.47,588.5
2005-11-02,313.0,11.47,101.05,52.29,573.5
2005-12-02,303.5,12.86,90.75,48.3,562.75
2005-01-03,302.25,9.17,103.1,44.12,537.25
2005-02-03,289.75,8.94,105.3,43.12,502.0
2005-03-03,330.0,8.98,120.9,49.15,620.0
2005-05-03,308.25,8.56,119.1,55.5,618.75
2005-06-03,323.25,8.88,125.55,48.34,675.25
2005-08-03,326.0,10.2,105.75,50.39,670.0
2005-10-03,348.75,11.53,92.85,52.55,581.0
2005-11-03,313.25,11.54,103.75,51.73,591.75
2005-01-04,296.0,9.03,101.45,44.49,529.75
2005-02-04,287.75,9.08,110.5,43.2,499.5
2005-03-04,329.0,8.87,121.85,50.75,622.75
2005-04-04,316.5,8.41,123.05,52.6,615.0
2005-05-04,308.25,8.49,122.7,55.0,620.0
2005-07-04,324.25,9.16,102.1,52.15,673.5
2005-08-04,325.0,10.22,106.25,50.6,671.25
2005-10-04,347.25,11.43,92.7,51.55,562.5
2005-11-04,311.25,11.56,103.9,51.44,580.5
2005-01-05,299.75,8.98,98.5,45.62,534.0
2005-04-05,311.25,8.55,126.1,52.05,617.5
2005-05-05,305.0,8.23,120.35,54.6,623.5
2005-07-05,337.0,9.39,102.2,52.25,712.25
2005-08-05,320.0,10.08,105.35,49.8,658.5
2005-09-05,305.0,10.11,100.0,48.47,588.5
2005-10-05,345.0,11.44,93.7,52.45,563.5
2005-12-05,304.5,13.26,91.85,49.05,573.25
2005-01-06,308.25,8.99,96.8,45.81,541.75
2005-04-06,314.25,8.57,124.7,51.88,623.25
2005-05-06,309.5,8.42,121.9,53.79,635.0
2005-06-06,322.5,8.83,124.1,47.37,677.75
2005-07-06,332.0,9.35,104.65,51.1,696.25
2005-09-06,305.5,10.2,97.45,50.45,604.75
2005-10-06,345.25,11.26,93.5,52.75,564.25
2005-12-06,299.75,13.09,92.7,49.1,564.0
2005-01-07,309.75,8.71,96.25,46.56,551.75
2005-02-07,292.5,8.93,112.75,43.24,501.25
2005-03-07,323.25,8.78,128.0,49.53,608.5
2005-04-07,314.25,8.66,121.95,52.22,623.5
2005-06-07,319.25,8.8,125.75,46.94,674.75
2005-07-07,334.75,9.37,104.5,50.9,692.0
2005-09-07,303.5,10.13,91.5,51.25,595.0
2005-10-07,338.0,11.37,94.85,52.2,564.25
2005-11-07,310.0,11.37,102.95,51.26,571.5
2005-12-07,297.25,13.39,92.0,49.62,559.0
2005-02-08,291.75,9.01,111.7,42.7,503.5
2005-03-08,329.0,8.96,130.65,50.42,619.5
2005-04-08,310.0,8.48,116.85,53.21,612.0
2005-06-08,313.25,8.78,121.4,46.89,667.5
2005-07-08,328.5,9.54,104.15,53.8,675.5
2005-08-08,322.25,10.1,102.3,49.42,660.5
2005-09-08,309.0,10.18,92.7,50.37,590.5
2005-11-08,313.0,11.28,107.85,50.96,574.25
2005-12-08,295.5,13.61,92.8,52.75,566.75
2005-02-09,290.0,9.04,112.45,43.07,510.75
2005-03-09,333.5,9.0,129.5,52.0,624.0
2005-05-09,305.5,8.36,121.45,55.01,632.0
2005-06-09,314.25,8.91,116.4,46.29,673.25
2005-08-09,319.5,9.92,102.6,49.15,643.0
2005-09-09,313.0,10.27,92.2,50.05,580.5
2005-11-09,315.0,11.2,106.9,50.41,578.25
2005-12-09,293.0,13.51,92.75,52.72,568.75
2005-01-10,307.75,8.52,95.6,47.24,560.0
2005-02-10,296.25,9.15,113.85,44.74,516.0
2005-03-10,340.0,8.97,135.75,52.65,633.25
2005-05-10,312.5,8.39,119.15,55.93,628.25
2005-06-10,313.5,8.9,113.0,46.96,666.25
2005-08-10,323.5,9.83,105.7,48.51,643.5
2005-10-10,339.75,11.66,98.9,55.66,555.5
2005-11-10,309.75,11.47,106.75,50.2,577.0
2005-01-11,306.5,8.55,95.65,46.2,557.5
2005-02-11,294.5,9.13,113.45,44.95,525.75
2005-03-11,351.5,9.17,134.45,53.65,656.75
2005-04-11,313.5,8.35,113.5,53.27,616.75
2005-05-11,306.0,8.49,122.15,56.8,628.0
2005-07-11,327.0,9.48,101.75,53.15,688.0
2005-08-11,326.25,9.85,106.75,47.88,641.0
2005-10-11,342.75,11.84,100.75,55.17,563.5
2005-11-11,311.5,11.48,106.95,50.72,593.0
2005-01-12,307.25,8.62,98.85,46.59,554.0
2005-04-12,311.0,8.45,114.85,53.0,617.5
2005-05-12,301.5,8.26,119.9,55.08,619.75
2005-07-12,323.75,9.5,102.35,50.15,698.5
2005-08-12,321.25,9.87,104.9,47.13,643.0
2005-09-12,313.0,10.4,89.05,49.6,575.0
2005-10-12,347.5,11.73,101.3,55.9,589.0
2005-12-12,299.5,13.96,96.45,53.41,584.0
2006-02-01,339.25,18.29,117.25,55.87,579.5
2006-03-01,362.75,16.79,112.2,55.6,577.5
2006-05-01,353.25,17.73,107.1,50.15,593.25
2006-06-01,392.0,15.14,99.95,52.35,586.75
2006-08-01,392.5,14.9,98.3,54.73,573.5
2006-09-01,401.25,11.39,103.4,52.06,538.5
2006-11-01,487.5,11.5,108.65,48.78,645.0
2006-12-01,500.0,12.26,123.2,49.33,677.0
2006-02-02,347.25,19.15,118.0,57.23,584.0
2006-03-02,369.0,16.88,110.1,55.18,591.0
2006-05-02,355.25,17.91,110.35,49.25,590.5
2006-06-02,403.75,15.21,101.25,52.92,609.0
2006-08-02,401.5,14.53,103.7,54.83,581.75
2006-10-02,446.0,11.32,103.55,48.4,545.25
2006-11-02,491.5,11.53,110.55,49.18,648.25
2006-01-03,346.0,14.18,108.6,55.24,617.5
2006-02-03,356.5,19.3,117.6,56.95,594.75
2006-03-03,373.5,17.23,112.1,54.6,593.25
2006-04-03,342.0,18.33,109.45,52.57,565.0
2006-05-03,354.0,17.69,108.85,49.45,592.75
2006-07-03,384.25,16.62,102.0,49.0,601.5
2006-08-03,395.25,14.28,105.85,55.23,576.0
2006-10-03,439.5,10.89,104.25,48.4,542.5
2006-11-03,492.5,11.31,112.45,49.21,649.0
2006-01-04,346.25,14.87,110.65,54.94,621.0
2006-04-04,342.75,17.96,107.05,52.81,558.75
2006-05-04,352.25,17.05,107.15,48.85,590.75
2006-07-04,384.25,16.62,102.0,49.0,601.5
2006-08-04,396.0,14.41,105.45,54.48,577.5
2006-09-04,401.25,11.39,103.4,52.06,538.5
2006-10-04,465.0,11.16,104.45,48.9,555.25
2006-12-04,499.5,11.76,120.2,49.35,659.25
2006-01-05,339.75,14.85,117.45,54.69,608.0
2006-04-05,347.0,17.84,108.05,53.96,561.5
2006-05-05,361.25,17.48,106.5,48.7,594.5
2006-06-05,398.5,15.39,98.45,52.64,603.25
2006-07-05,386.5,17.02,101.85,49.2,594.5
2006-09-05,404.0,11.49,106.45,51.65,541.25
2006-10-05,464.0,11.14,104.5,48.5,565.5
2006-12-05,498.0,11.76,123.4,49.0,664.25
2006-01-06,330.75,14.88,119.55,55.05,600.5
2006-02-06,355.0,18.8,113.2,57.19,587.0
2006-03-06,370.0,17.77,109.0,54.02,587.0
2006-04-06,352.5,17.77,108.85,53.64,564.0
2006-06-06,385.0,15.09,96.1,51.88,593.5
2006-07-06,390.0,17.16,101.3,49.15,608.5
2006-09-06,399.0,11.64,106.25,51.44,534.0
2006-10-06,464.0,11.07,103.9,48.1,564.0
2006-11-06,498.0,11.75,113.2,49.92,649.25
2006-12-06,475.0,11.49,121.7,49.0,654.25
2006-02-07,351.75,18.17,114.9,55.1,574.0
2006-03-07,370.5,17.18,106.7,53.8,578.0
2006-04-07,351.25,17.12,108.35,53.97,557.75
2006-06-07,387.75,15.22,96.0,52.12,597.0
2006-07-07,381.5,16.87,98.4,47.5,602.0
2006-08-07,393.0,14.27,107.15,54.8,563.25
2006-09-07,403.5,11.62,103.5,51.19,538.5
2006-11-07,497.0,11.58,112.95,49.89,654.75
2006-12-07,477.5,11.22,121.9,53.06,662.0
2006-02-08,356.75,18.8,113.45,56.28,578.0
2006-03-08,376.0,16.62,106.75,53.1,572.25
2006-05-08,363.5,17.25,105.75,49.44,586.0
2006-06-08,383.5,15.03,96.45,52.82,587.75
2006-08-08,384.0,13.99,107.1,54.75,557.5
2006-09-08,400.0,11.89,102.45,50.63,537.0
2006-11-08,504.0,11.96,115.75,49.52,666.25
2006-12-08,469.0,11.37,121.85,52.73,656.0
2006-01-09,326.5,14.6,120.15,55.7,584.0
2006-02-09,363.25,18.14,113.8,56.42,587.75
2006-03-09,370.75,16.28,106.85,53.62,576.5
2006-05-09,375.5,17.47,107.05,51.13,592.5
2006-06-09,372.5,15.05,95.9,52.61,585.75
2006-08-09,388.0,14.04,107.65,54.78,562.0
2006-10-09,494.0,11.48,103.05,47.8,574.5
2006-11-09,488.0,12.18,119.2,49.83,657.5
2006-01-10,329.25,14.66,119.1,55.59,578.25
2006-02-10,355.25,17.66,115.1,55.97,582.25
2006-03-10,374.5,16.68,105.7,55.11,578.25
2006-04-10,361.0,17.01,108.15,53.2,555.25
2006-05-10,377.5,17.38,107.2,50.44,593.25
2006-07-10,382.5,16.46,99.1,50.49,603.0
2006-08-10,386.5,13.89,105.55,55.08,557.0
2006-10-10,501.0,11.61,102.85,48.7,560.5
2006-11-10,480.5,11.85,115.85,49.09,651.25
2006-01-11,330.5,14.71,117.2,55.43,574.5
2006-04-11,367.5,17.0,104.75,52.31,562.5
2006-05-11,382.5,17.65,102.7,51.31,602.75
2006-07-11,398.0,16.57,98.35,50.68,607.0
2006-08-11,373.75,13.36,104.3,53.74,551.0
2006-09-11,398.0,11.41,100.25,50.0,532.0
2006-10-11,531.0,11.09,103.05,48.38,562.25
2006-12-11,475.0,11.42,124.7,54.29,666.75
2006-01-12,333.25,14.72,117.55,55.44,562.0
2006-04-12,360.5,16.76,104.7,52.28,560.5
2006-05-12,394.0,17.6,101.8,52.05,600.0
2006-06-12,373.75,14.91,95.65,52.7,600.0
2006-07-12,390.0,16.27,98.55,51.89,603.0
2006-09-12,388.75,11.55,100.1,51.03,527.25
2006-10-12,515.5,11.13,103.3,48.93,579.75
2006-12-12,465.0,11.37,123.85,54.48,663.0
2007-02-01,460.25,10.63,118.75,53.57,721.5
2007-03-01,468.0,10.97,116.0,55.8,746.25
2007-05-01,488.5,9.14,101.85,46.25,741.25
2007-06-01,520.75,9.24,117.4,50.48,817.5
2007-08-01,636.0,10.28,113.1,62.25,825.75
2007-10-01,952.5,9.93,134.85,62.05,991.5
2007-11-01,778.25,9.91,122.6,63.74,990.75
2007-01-02,501.0,11.75,126.2,56.19,683.5
2007-02-02,461.25,10.5,118.35,53.89,736.75
2007-03-02,459.5,11.22,114.35,55.85,739.0
2007-04-02,428.0,9.7,108.6,53.24,779.0
2007-05-02,479.5,9.14,101.7,46.55,734.25
2007-07-02,569.5,9.24,110.2,58.0,865.0
2007-08-02,641.75,10.25,116.2,62.6,831.0
2007-10-02,922.5,10.02,134.3,60.3,943.75
2007-11-02,778.5,9.94,118.9,64.31,1001.75
2007-01-03,476.5,11.51,123.6,54.89,669.25
2007-04-03,419.0,9.72,110.75,53.05,763.75
2007-05-03,481.0,9.29,101.35,46.5,733.75
2007-07-03,571.5,9.46,109.1,59.25,850.5
2007-08-03,650.0,10.25,117.65,62.85,839.0
2007-09-03,767.0,9.48,112.65,58.87,868.0
2007-10-03,927.0,9.84,135.85,60.43,951.0
2007-12-03,855.0,9.71,126.65,58.24,1078.75
2007-01-04,467.5,11.27,125.0,54.56,662.75
2007-04-04,431.25,9.71,110.55,53.26,761.0
2007-05-04,482.0,9.34,103.0,46.3,733.5
2007-06-04,520.25,8.92,115.3,49.99,815.75
2007-07-04,571.5,9.46,109.1,59.25,850.5
2007-09-04,807.0,9.45,114.55,59.45,892.5
2007-10-04,906.0,9.79,135.2,60.49,954.25
2007-12-04,875.0,9.74,127.35,58.35,1091.5
2007-01-05,470.25,11.09,120.45,54.42,668.0
2007-02-05,458.5,10.48,116.6,54.63,740.0
2007-03-05,468.0,10.66,110.55,55.07,735.75
2007-04-05,445.0,9.8,110.85,52.91,760.5
2007-06-05,527.25,8.56,116.55,51.75,828.25
2007-07-05,591.0,9.55,108.3,59.25,854.5
2007-09-05,842.5,9.38,112.45,58.35,889.0
2007-10-05,890.0,9.79,137.0,60.22,940.5
2007-11-05,785.0,9.9,119.95,64.02,1005.75
2007-12-05,863.75,9.85,128.05,58.1,1099.5
2007-02-06,451.0,10.19,116.5,53.67,738.75
2007-03-06,459.5,10.76,112.0,54.5,733.0
2007-06-06,519.75,8.69,116.45,51.55,822.25
2007-07-06,600.5,9.54,107.25,60.0,864.75
2007-08-06,664.0,9.94,118.4,61.95,826.0
2007-09-06,816.0,9.37,113.55,58.16,878.0
2007-11-06,797.0,10.05,120.7,65.17,1029.5
2007-12-06,871.0,9.88,125.9,58.1,1098.75
2007-02-07,452.0,10.12,116.85,53.0,741.0
2007-03-07,466.5,10.68,111.1,54.45,742.75
2007-05-07,482.0,9.32,101.9,46.29,729.0
2007-06-07,524.5,8.58,116.95,51.76,832.0
2007-08-07,662.5,9.84,117.45,60.6,838.5
2007-09-07,840.0,9.41,113.75,57.9,891.0
2007-11-07,787.75,10.15,120.45,65.07,1023.75
2007-12-07,903.5,9.9,127.75,64.55,1119.75
2007-01-08,464.0,11.16,120.1,54.53,665.0
2007-02-08,457.0,10.28,115.55,52.41,743.75
2007-03-08,464.0,10.59,111.1,54.34,745.0
2007-05-08,469.0,9.22,102.25,46.7,726.0
2007-06-08,527.5,8.61,114.85,51.42,821.5
2007-08-08,679.0,9.82,118.5,61.15,855.0
2007-10-08,860.0,9.75,138.75,59.5,925.5
2007-11-08,762.0,10.15,121.9,64.69,1028.0
2007-01-09,453.0,11.1,118.4,54.1,653.5
2007-02-09,460.25,10.49,114.75,52.76,749.25
2007-03-09,465.5,10.52,111.5,54.5,746.5
2007-04-09,447.5,9.98,109.65,51.81,749.0
2007-05-09,471.0,9.31,103.25,48.82,733.75
2007-07-09,588.5,9.65,107.05,61.0,870.0
2007-08-09,673.5,9.83,119.5,60.25,858.0
2007-10-09,845.5,9.91,133.75,59.48,950.25
2007-11-09,762.0,10.03,121.75,64.64,1043.0
2007-01-10,449.5,11.12,120.75,53.93,653.75
2007-04-10,457.75,9.75,109.25,51.69,742.5
2007-05-10,473.0,9.26,103.6,49.03,733.0
2007-07-10,592.0,9.66,108.5,65.16,889.0
2007-08-10,667.0,9.54,120.6,59.25,850.0
2007-09-10,849.0,9.29,117.05,58.55,903.5
2007-10-10,853.0,9.74,133.4,64.21,968.25
2007-12-10,909.0,10.12,130.2,64.7,1125.75
2007-01-11,456.5,11.02,120.65,54.04,664.0
2007-04-11,456.25,9.91,109.45,51.82,746.5
2007-05-11,483.0,9.29,102.8,48.11,750.0
2007-06-11,556.0,8.76,115.4,51.92,830.0
2007-07-11,611.0,9.75,109.2,65.25,891.0
2007-09-11,871.0,9.3,116.55,59.15,905.0
2007-10-11,883.0,9.81,138.25,63.73,981.5
2007-12-11,894.0,10.3,130.1,64.13,1135.5
2007-01-12,479.5,10.93,120.3,54.7,706.0
2007-02-12,455.75,10.39,113.9,52.24,745.25
2007-03-12,460.0,10.36,111.0,54.56,752.25
2007-04-12,458.0,9.88,112.85,51.12,738.25
2007-06-12,565.0,8.56,113.45,51.6,826.5
2007-07-12,611.5,9.7,109.4,65.25,910.0
2007-09-12,840.0,9.29,117.1,60.1,925.0
2007-10-12,857.5,9.8,139.3,63.87,976.75
2007-11-12,761.0,9.96,121.75,63.12,1032.75
2007-12-12,934.0,10.3,130.8,65.25,1151.5
2008-02-01,943.0,12.35,139.1,68.16,1287.25
2008-04-01,895.0,11.52,129.1,70.45,1211.0
2008-05-01,776.5,11.35,128.4,66.95,1258.75
2008-07-01,849.75,13.72,152.7,68.78,1628.0
2008-08-01,794.0,14.13,140.15,69.31,1357.75
2008-09-01,779.25,12.76,141.9,67.53,1332.0
2008-10-01,669.75,13.93,129.1,56.59,1053.0
2008-12-01,509.75,11.65,111.65,45.11,846.0
2008-01-02,915.0,10.73,134.0,68.88,1232.5
2008-04-02,936.5,11.77,128.65,70.18,1243.0
2008-05-02,796.0,11.49,128.55,67.05,1292.5
2008-06-02,782.5,10.31,137.35,65.44,1365.5
2008-07-02,865.25,13.98,153.45,68.12,1645.75
2008-09-02,744.25,12.71,140.55,67.91,1301.5
2008-10-02,636.0,13.08,125.45,56.69,1004.0
2008-12-02,509.75,11.62,110.25,45.06,827.0
2008-01-03,945.0,11.14,135.2,68.71,1251.5
2008-03-03,1093.0,15.02,165.4,86.88,1544.5
2008-04-03,937.0,11.81,131.3,70.41,1257.0
2008-06-03,750.5,9.71,132.5,64.21,1359.5
2008-07-03,872.75,13.91,149.55,68.02,1658.0
2008-09-03,752.25,12.51,139.9,67.19,1251.0
2008-10-03,640.25,12.61,122.05,55.61,992.0
2008-11-03,562.0,12.18,112.35,44.68,928.25
2008-12-03,500.75,11.16,109.6,45.1,830.0
2008-01-04,931.5,11.32,132.7,68.69,1249.0
2008-02-04,973.0,12.17,142.7,68.87,1326.0
2008-03-04,1077.5,14.36,162.8,89.0,1494.0
2008-04-04,974.25,11.57,131.9,70.86,1277.0
2008-06-04,753.0,9.52,132.75,64.32,1389.0
2008-07-04,872.75,13.91,149.55,68.02,1658.0
2008-08-04,758.75,13.42,136.85,67.04,1287.0
2008-09-04,755.25,12.65,143.5,65.98,1234.0
2008-11-04,572.5,12.71,116.7,46.32,949.5
2008-12-04,467.75,10.8,104.5,41.66,811.0
2008-02-05,1003.0,11.86,142.6,68.1,1323.0
2008-03-05,1096.0,14.55,161.75,87.25,1490.5
2008-05-05,792.5,11.48,131.75,66.79,1273.0
2008-06-05,785.5,9.56,135.8,64.65,1452.0
2008-08-05,780.0,13.93,140.2,66.97,1262.5
2008-09-05,729.75,12.54,138.85,63.26,1180.0
2008-11-05,537.25,12.64,116.4,44.31,894.75
2008-12-05,457.75,10.57,101.6,39.33,783.5
2008-02-06,1033.0,12.11,143.15,68.67,1318.5
2008-03-06,1114.0,13.6,152.0,81.68,1443.0
2008-05-06,806.0,11.82,132.85,68.11,1264.5
2008-06-06,811.0,9.74,135.85,66.52,1457.5
2008-08-06,765.75,14.19,137.9,67.46,1220.5
2008-10-06,595.25,11.79,114.5,52.41,922.0
2008-11-06,522.5,11.87,111.0,42.98,899.5
2008-01-07,903.0,11.37,131.4,68.95,1236.0
2008-02-07,1063.0,11.98,143.3,68.41,1331.5
2008-03-07,1092.5,13.36,148.75,81.28,1341.0
2008-04-07,921.25,12.12,133.6,72.8,1255.0
2008-05-07,795.0,11.73,130.15,67.88,1297.25
2008-07-07,822.0,13.52,141.05,66.16,1589.0
2008-08-07,822.25,13.79,140.45,69.33,1243.0
2008-10-07,603.25,12.03,114.2,51.56,926.0
2008-11-07,521.0,12.01,112.1,42.07,911.75
2008-01-08,907.5,11.37,135.45,69.43,1256.5
2008-02-08,1093.0,12.71,147.2,69.09,1339.0
2008-04-08,934.0,11.88,133.2,71.94,1251.5
2008-05-08,809.0,11.46,133.9,70.85,1298.25
2008-07-08,823.25,13.75,139.7,64.94,1561.0
2008-08-08,765.25,13.56,135.8,67.25,1199.0
2008-09-08,722.75,12.37,139.7,63.3,1194.5
2008-10-08,608.0,11.89,114.55,51.58,964.0
2008-12-08,473.0,11.25,107.75,42.19,820.5
2008-01-09,889.5,11.45,135.6,69.02,1249.0
2008-04-09,934.0,12.4,136.5,73.85,1313.0
2008-05-09,791.5,11.61,136.0,71.55,1349.5
2008-06-09,788.5,9.7,131.05,66.0,1452.0
2008-07-09,814.0,13.86,138.35,66.25,1578.0
2008-09-09,711.5,12.1,136.0,61.66,1209.0
2008-10-09,604.75,11.9,114.65,50.34,980.0
2008-12-09,472.25,11.22,108.05,42.95,813.0
2008-01-10,882.5,11.39,136.65,66.96,1244.0
2008-03-10,1140.0,13.04,148.25,77.28,1388.0
2008-04-10,923.0,12.52,131.75,74.75,1356.0
2008-06-10,809.0,9.8,135.05,66.25,1446.5
2008-07-10,806.5,13.61,139.25,70.61,1609.5
2008-09-10,706.75,12.14,136.7,61.68,1181.5
2008-10-10,563.5,11.23,115.35,49.44,910.0
2008-11-10,520.0,12.0,112.8,41.24,940.0
2008-12-10,492.5,11.62,108.45,43.67,829.5
2008-01-11,909.25,11.32,136.3,69.96,1286.0
2008-02-11,1048.0,12.66,147.9,67.16,1326.0
2008-03-11,1240.0,13.45,150.15,81.28,1392.5
2008-04-11,896.5,12.34,130.85,74.16,1332.5
2008-06-11,869.0,10.59,133.6,69.25,1516.5
2008-07-11,819.0,13.99,140.05,70.63,1630.5
2008-08-11,793.75,13.37,135.85,66.72,1215.0
2008-09-11,707.25,11.94,134.35,61.54,1216.0
2008-11-11,523.25,11.8,112.3,39.14,908.0
2008-12-11,491.25,11.89,111.05,44.46,856.5
2008-02-12,1007.0,12.36,147.95,67.02,1321.0
2008-03-12,1270.0,13.16,151.85,82.06,1379.0
2008-05-12,793.5,11.65,138.2,71.81,1335.0
2008-06-12,851.0,10.41,134.6,69.64,1536.5
2008-08-12,790.25,13.61,137.45,67.28,1220.0
2008-09-12,703.75,12.36,135.1,62.17,1235.0
2008-11-12,533.0,11.61,111.75,39.45,885.25
2008-12-12,506.75,11.64,109.85,43.43,854.0
2009-04-01,525.5,12.73,114.5,46.15,952.0
2009-05-01,557.25,15.05,119.85,56.52,1102.0
2009-06-01,674.5,15.85,142.25,57.79,1218.5
2009-07-01,506.25,17.75,116.4,56.73,1258.5
2009-09-01,459.25,24.24,119.2,56.37,1014.0
2009-10-01,452.75,24.64,126.7,59.84,918.0
2009-12-01,562.5,22.66,142.5,69.65,1059.5
2009-01-02,611.0,11.85,110.9,48.91,970.0
2009-02-02,563.75,12.75,119.75,49.71,959.5
2009-03-02,494.75,12.75,103.55,40.29,848.5
2009-04-02,550.5,13.06,116.8,46.15,977.0
2009-06-02,669.5,15.44,142.0,58.65,1209.0
2009-07-02,500.25,17.58,115.05,56.8,1243.0
2009-09-02,457.0,23.68,120.4,56.89,1009.25
2009-10-02,441.25,23.78,129.7,59.26,885.0
2009-11-02,516.75,23.44,142.35,67.64,997.5
2009-12-02,554.5,23.04,143.2,69.68,1034.0
2009-02-03,552.5,12.66,119.25,49.38,946.0
2009-03-03,490.25,12.69,104.1,40.52,863.0
2009-04-03,563.5,12.55,118.4,47.6,995.5
2009-06-03,617.5,14.89,138.35,55.84,1182.0
2009-07-03,500.25,17.58,115.05,56.8,1243.0
2009-08-03,549.25,19.14,133.05,60.66,1173.5
2009-09-03,451.25,23.14,119.8,57.15,982.0
2009-11-03,515.75,23.97,141.1,67.45,1006.75
2009-12-03,549.75,23.11,144.15,70.55,1047.0
2009-02-04,542.25,12.59,115.9,49.67,949.5
2009-03-04,511.75,13.26,106.3,40.76,875.5
2009-05-04,538.5,15.02,120.2,56.82,1115.25
2009-06-04,635.25,15.24,139.2,56.88,1230.0
2009-08-04,542.25,19.35,133.0,60.65,1165.0
2009-09-04,444.0,21.6,122.85,57.53,961.0
2009-11-04,521.0,23.59,140.75,68.11,995.5
2009-12-04,536.75,22.52,141.1,70.21,1043.0
2009-01-05,616.75,11.82,107.7,48.31,983.75
2009-02-05,561.75,12.98,119.2,49.71,980.0
2009-03-05,504.0,12.83,106.55,40.19,862.5
2009-05-05,541.5,15.15,123.65,57.62,1116.0
2009-06-05,623.0,15.53,133.85,55.11,1225.5
2009-08-05,528.75,19.37,131.5,60.39,1175.0
2009-10-05,442.75,24.19,129.45,60.65,885.0
2009-11-05,512.25,22.76,142.1,67.41,967.0
2009-01-06,643.5,12.27,116.1,50.28,1014.25
2009-02-06,557.0,13.12,119.55,49.86,1001.0
2009-03-06,516.25,12.78,105.3,40.26,879.0
2009-04-06,557.0,12.22,117.5,47.03,994.0
2009-05-06,547.75,15.36,123.95,57.29,1135.0
2009-07-06,490.5,17.32,115.4,55.9,1200.0
2009-08-06,500.25,19.8,134.7,58.98,1170.5
2009-10-06,460.25,24.0,133.6,62.07,910.0
2009-11-06,497.25,22.43,138.9,66.54,948.0
2009-01-07,613.25,11.98,114.2,49.61,990.0
2009-04-07,539.75,12.23,117.5,47.08,989.5
2009-05-07,559.0,15.49,123.65,58.88,1119.0
2009-07-07,483.75,16.96,114.0,55.36,1133.5
2009-08-07,489.5,20.81,137.9,60.53,1184.5
2009-09-07,444.0,21.6,122.85,57.53,961.0
2009-10-07,463.25,23.12,134.25,61.59,912.0
2009-12-07,526.5,22.45,146.25,70.83,1053.0
2009-01-08,612.5,12.03,113.45,50.42,989.0
2009-04-08,532.0,12.38,118.2,48.72,1006.0
2009-05-08,580.5,15.27,125.7,59.85,1134.0
2009-06-08,598.0,15.37,130.05,55.67,1232.5
2009-07-08,488.5,17.21,113.0,54.71,1084.0
2009-09-08,431.5,20.87,123.0,58.78,969.0
2009-10-08,474.0,22.54,137.9,62.91,936.0
2009-12-08,519.25,22.22,143.65,70.3,1044.0
2009-01-09,629.5,12.05,116.9,49.32,1037.5
2009-02-09,565.0,13.28,121.4,49.98,1002.0
2009-03-09,513.0,12.49,104.2,40.01,881.0
2009-04-09,522.0,12.74,119.3,48.41,1007.0
2009-06-09,613.75,15.56,131.15,54.86,1243.5
2009-07-09,494.25,17.1,113.55,57.03,1110.5
2009-09-09,429.0,20.99,123.7,58.78,961.5
2009-10-09,468.0,21.24,135.65,63.02,964.0
2009-11-09,520.0,22.41,140.05,67.61,964.25
2009-12-09,515.0,22.15,141.55,74.42,1028.5
2009-02-10,556.0,13.23,116.85,46.98,994.0
2009-03-10,522.75,12.59,103.85,41.8,889.0
2009-06-10,596.0,15.38,130.3,54.63,1246.0
2009-07-10,491.75,17.27,112.3,60.39,1128.25
2009-08-10,494.25,22.0,135.85,61.95,1170.5
2009-09-10,432.75,21.79,123.4,58.99,973.5
2009-11-10,523.0,21.91,134.05,69.05,961.5
2009-12-10,517.75,23.26,142.65,73.72,1027.0
2009-02-11,543.25,13.19,115.8,45.83,978.0
2009-03-11,498.75,12.81,104.95,41.82,875.0
2009-05-11,580.5,15.61,127.85,60.54,1130.0
2009-06-11,594.75,15.35,131.6,56.3,1267.0
2009-08-11,485.25,21.92,136.9,62.24,1216.5
2009-09-11,441.75,21.21,125.3,59.31,984.5
2009-11-11,531.75,22.67,132.7,67.3,963.75
2009-12-11,519.25,24.0,142.6,74.31,1035.0
2009-01-12,569.75,11.47,114.5,46.67,954.0
2009-02-12,538.75,13.13,112.15,45.03,968.5
2009-03-12,515.25,13.09,108.45,42.83,899.0
2009-05-12,582.5,15.72,128.15,60.32,1137.5
2009-06-12,584.75,15.2,129.55,56.1,1245.5
2009-08-12,490.25,22.97,135.55,62.04,1216.0
2009-10-12,494.25,21.63,138.05,64.68,999.0
2009-11-12,531.75,22.69,130.65,66.42,982.25
2010-02-01,474.75,29.28,132.55,68.22,909.75
2010-03-01,492.75,22.26,129.55,83.44,952.5
2010-04-01,454.75,16.7,137.4,81.5,942.0
2010-06-01,450.75,14.4,136.55,79.07,932.0
2010-07-01,484.0,16.28,166.2,81.22,953.5
2010-09-01,675.5,20.49,180.5,90.13,1004.5
2010-10-01,655.0,23.36,181.1,99.97,1057.0
2010-11-01,702.5,29.45,197.7,129.26,1225.25
2010-12-01,697.5,28.37,203.3,131.95,1283.0
2010-02-02,487.25,29.4,135.05,69.26,925.5
